Date,Director,Officer,Significant owner
2016 - Mar,40.476190476190474,35.714285714285715,23.809523809523807
2016 - Mar,38.126512270998965,27.27272727272727,34.60076045627377
2016 - Mar,39.14297486608982,28.224145035022662,32.63288009888752
2016 - Mar,39.512584898122256,31.242508989212947,29.244906112664804
2016 - Mar,45.61845286059629,34.669621273166804,19.711925866236907
2016 - Apr,45.381993515670466,33.97622412503117,20.641782359298364
2016 - Apr,37.5,41.28787878787879,21.21212121212121
2016 - Apr,40.43321299638989,26.714801444043324,32.851985559566785
2016 - Apr,44.35857805255023,35.66460587326121,19.976816074188562
2016 - Apr,44.16058394160584,32.690302398331596,23.149113660062564
2016 - Apr,39.71871968962173,32.54122211445199,27.740058195926288
2016 - Apr,40.924313462826525,33.82451440053583,25.25117213663764
2016 - Apr,37.74294670846395,42.88401253918495,19.3730407523511
2016 - Apr,34.710743801652896,42.97520661157025,22.31404958677686
2016 - Apr,37.696335078534034,37.17277486910995,25.13089005235602
2016 - Apr,42.69782262347318,35.79394583112055,21.508231545406268
2016 - Apr,36.07411696583671,40.18529241459178,23.74059061957151
2016 - Apr,42.05128205128205,35.0,22.94871794871795
2016 - Apr,37.49170537491705,32.58128732581287,29.927007299270077
2016 - Apr,41.38171667829728,31.565480344266106,27.052802977436613
2016 - Apr,45.3125,31.25,23.4375
2016 - Apr,36.55913978494624,41.935483870967744,21.50537634408602
2016 - Apr,43.95365677045619,28.747284576393916,27.299058653149892
2016 - Apr,46.48478488982162,29.485834207764956,24.02938090241343
2016 - Apr,48.41609589041096,26.79794520547945,24.785958904109588
2016 - Apr,50.74357818837314,26.813880126182966,22.442541685443892
2016 - Apr,48.562848562848565,25.954525954525952,25.482625482625483
2016 - Apr,48.38709677419355,16.129032258064516,35.483870967741936
2016 - Apr,41.0,28.000000000000004,31.0
2016 - Apr,47.636496885305974,24.917552216929277,27.44595089776475
2016 - Apr,42.592592592592595,19.93094789704959,37.47645951035782
2016 - Apr,41.389934953782955,28.24375213967819,30.366312906538855
2016 - Apr,42.34289200732154,30.567419158023185,27.089688834655277
2016 - Apr,44.21875,28.638392857142858,27.142857142857142
2016 - Apr,45.053763440860216,24.946236559139784,30.0
2016 - May,45.22292993630573,26.804670912951167,27.9723991507431
2016 - May,44.07874962428615,25.33814247069432,30.583107905019535
2016 - May,43.69394618834081,25.05605381165919,31.25
2016 - May,44.95412844036697,27.101413339945452,27.94445821968758
2016 - May,43.83738438373844,27.274682727468274,28.887932888793287
2016 - May,42.97501178689298,30.221593587930222,26.8033946251768
2016 - May,41.15384615384615,31.92307692307692,26.923076923076923
2016 - May,41.45569620253164,32.278481012658226,26.265822784810126
2016 - May,42.95584259537399,34.54490838089516,22.49924902373085
2016 - May,42.938689217758984,37.01902748414376,20.042283298097253
2016 - May,43.83480825958702,31.30776794493609,24.857423795476894
2016 - May,50.29275186755502,29.779931354734508,19.92731677771048
2016 - May,53.64880273660205,26.51083238312429,19.84036488027366
2016 - May,50.43103448275862,25.0,24.568965517241377
2016 - May,48.01619433198381,27.530364372469634,24.453441295546558
2016 - May,54.43092035020286,29.019859064702114,16.549220585095025
2016 - May,50.72294776119403,29.94402985074627,19.3330223880597
2016 - May,43.960591133004925,30.20689655172414,25.832512315270932
2016 - May,44.4326429456541,29.15560276155072,26.411754292795187
2016 - May,45.624832753545626,27.4016590848274,26.973508161626974
2016 - May,41.75365344467641,29.227557411273487,29.018789144050107
2016 - May,41.533546325878596,28.753993610223645,29.712460063897762
2016 - May,47.96208530805687,29.73143759873618,22.30647709320695
2016 - May,50.46948356807511,32.652582159624416,16.877934272300468
2016 - May,49.17412935323383,34.32835820895522,16.497512437810947
2016 - May,47.10408206881812,38.40564223124599,14.490275699935884
2016 - May,45.418774592467685,38.0831928049466,16.49803260258572
2016 - May,42.44306418219462,40.165631469979296,17.391304347826086
2016 - May,45.5,37.0,17.5
2016 - May,48.34710743801653,38.01652892561984,13.636363636363635
2016 - May,47.03480876665234,30.876665234207135,22.088525999140522
2016 - Jun,45.157838416265385,31.910112359550563,22.932049224184055
2016 - Jun,44.557291666666664,30.104166666666664,25.338541666666664
2016 - Jun,42.00157604412924,28.867874967165747,29.13054898870502
2016 - Jun,43.269230769230774,25.64102564102564,31.08974358974359
2016 - Jun,41.01123595505618,30.89887640449438,28.08988764044944
2016 - Jun,44.88330341113106,29.56313584679832,25.55356074207062
2016 - Jun,44.30828764914544,28.055465978716544,27.636246372138018
2016 - Jun,45.56100217864923,28.186274509803923,26.252723311546838
2016 - Jun,47.0314318975553,29.190919674039577,23.777648428405122
2016 - Jun,41.123370110330995,31.64493480441324,27.23169508525577
2016 - Jun,44.623655913978496,26.344086021505376,29.03225806451613
2016 - Jun,49.375,27.500000000000004,23.125
2016 - Jun,41.135335252982316,31.756478815302348,27.108185931715344
2016 - Jun,40.10659560293138,31.345769487008663,28.547634910059962
2016 - Jun,37.87137364557847,29.29045788185949,32.83816847256204
2016 - Jun,32.03152991759226,25.79720530275887,42.17126477964887
2016 - Jun,33.701221915648404,26.84272763106031,39.45605045329129
2016 - Jun,33.85826771653544,22.440944881889763,43.7007874015748
2016 - Jun,33.75,25.0,41.25
2016 - Jun,37.37280296022202,29.417206290471785,33.20999074930619
2016 - Jun,36.98878031125588,30.184581976112923,32.8266377126312
2016 - Jun,42.92089249492901,24.503042596348884,32.57606490872211
2016 - Jun,43.33888426311407,23.896752706078267,32.76436303080766
2016 - Jun,53.55169692186267,19.494869771112867,26.953433307024465
2016 - Jun,57.291666666666664,20.833333333333336,21.875
2016 - Jun,60.0,20.0,20.0
2016 - Jun,55.096011816838995,24.224519940915805,20.6794682422452
2016 - Jun,50.39914848323577,25.11974454497073,24.481106971793505
2016 - Jun,50.768415474297825,25.70217276099629,23.52941176470588
2016 - Jun,48.63095786853508,26.726283765096344,24.642758366368582
2016 - Jul,39.65280581348406,30.35123132821962,29.995962858296327
2016 - Jul,38.23529411764706,29.77941176470588,31.985294117647058
2016 - Jul,34.44444444444444,45.55555555555556,20.0
2016 - Jul,37.77777777777778,44.44444444444444,17.77777777777778
2016 - Jul,35.153296934061316,29.987400251994963,34.85930281394372
2016 - Jul,29.461196243203165,32.278793870489366,38.260009886307465
2016 - Jul,35.47145606157793,31.302116741500964,33.22642719692111
2016 - Jul,32.18514531754575,31.054897739504845,36.75995694294941
2016 - Jul,34.285714285714285,32.142857142857146,33.57142857142857
2016 - Jul,34.523809523809526,35.714285714285715,29.761904761904763
2016 - Jul,31.9125070106562,32.64161525518789,35.445877734155914
2016 - Jul,34.68982630272953,30.868486352357323,34.44168734491315
2016 - Jul,33.55995055624227,36.58838071693449,29.851668726823238
2016 - Jul,42.9042904290429,36.96369636963696,20.13201320132013
2016 - Jul,39.50892857142857,38.96329365079365,21.52777777777778
2016 - Jul,46.73913043478261,26.08695652173913,27.173913043478258
2016 - Jul,39.416058394160586,36.496350364963504,24.087591240875913
2016 - Jul,32.33458177278402,38.70162297128589,28.963795255930087
2016 - Jul,29.889727219965177,31.108531630876378,39.00174114915844
2016 - Jul,34.24124513618677,36.47859922178988,29.28015564202335
2016 - Jul,34.99762244412744,36.18640038040894,28.815977175463626
2016 - Jul,36.48264086511098,35.116676152532726,28.40068298235629
2016 - Jul,28.703703703703702,39.81481481481482,31.48148148148148
2016 - Jul,23.809523809523807,39.285714285714285,36.904761904761905
2016 - Jul,35.0558081852005,39.27242662257131,25.67176519222819
2016 - Jul,35.457303857824016,42.82618118768964,21.716514954486346
2016 - Jul,34.44321124676286,39.289678135405104,26.26711061783204
2016 - Jul,34.96932515337423,32.70705521472393,32.32361963190184
2016 - Jul,37.87844297746415,33.55338037787389,28.568176644661964
2016 - Jul,44.44444444444444,39.21568627450981,16.33986928104575
2016 - Jul,40.577507598784194,33.130699088145896,26.29179331306991
2016 - Aug,39.21568627450981,37.994214079074254,22.790099646415943
2016 - Aug,41.28949615713066,38.51409052092229,20.196413321947055
2016 - Aug,40.168878166465625,39.967832730197024,19.863289103337355
2016 - Aug,34.509803921568626,42.032085561497325,23.458110516934045
2016 - Aug,33.47076461769116,40.36731634182908,26.16191904047976
2016 - Aug,30.625000000000004,40.0,29.375
2016 - Aug,24.444444444444443,40.0,35.55555555555556
2016 - Aug,35.97671880683885,39.32339032375409,24.699890869407056
2016 - Aug,36.94041867954911,41.86795491143317,21.191626409017715
2016 - Aug,32.81630170316301,40.298053527980535,26.885644768856448
2016 - Aug,29.907866761162293,34.37278525868179,35.719347980155916
2016 - Aug,31.52073732718894,32.25806451612903,36.22119815668203
2016 - Aug,39.455782312925166,28.57142857142857,31.97278911564626
2016 - Aug,38.70967741935484,33.064516129032256,28.225806451612907
2016 - Aug,33.090694471768636,31.418453669093054,35.4908518591383
2016 - Aug,37.41209563994374,29.746835443037973,32.84106891701828
2016 - Aug,34.840085287846485,33.688699360341154,31.471215351812365
2016 - Aug,32.05870992661259,34.33758207802241,33.603707995365006
2016 - Aug,30.781563126252504,34.388777555110224,34.829659318637276
2016 - Aug,38.07829181494662,34.519572953736656,27.402135231316727
2016 - Aug,30.53435114503817,34.35114503816794,35.11450381679389
2016 - Aug,28.938193343898572,34.67511885895404,36.38668779714738
2016 - Aug,29.69924812030075,36.09022556390977,34.21052631578947
2016 - Aug,34.053815615350686,35.37715041905602,30.569033965593295
2016 - Aug,35.392117025599354,32.62901259650548,31.978870377895163
2016 - Aug,33.31894691411308,32.49892101855848,34.18213206732844
2016 - Aug,37.01657458563536,27.071823204419886,35.91160220994475
2016 - Aug,35.59322033898305,31.63841807909605,32.7683615819209
2016 - Aug,30.493827160493826,29.75308641975309,39.75308641975309
2016 - Aug,32.43068987749839,31.65699548678272,35.912314635718886
2016 - Aug,30.713733573821177,31.43519711414584,37.85106931203298
2016 - Sep,35.54855817036792,36.60921445144183,27.842227378190255
2016 - Sep,38.516179952644045,37.2138910812944,24.269928966061563
2016 - Sep,33.95522388059701,38.80597014925373,27.238805970149254
2016 - Sep,41.37931034482759,28.735632183908045,29.88505747126437
2016 - Sep,47.44897959183674,36.734693877551024,15.816326530612246
2016 - Sep,38.2050372472508,34.30294430649166,27.49201844625754
2016 - Sep,36.64666166541635,36.68417104276069,26.669167291822955
2016 - Sep,35.15344758868075,40.09565563969709,24.75089677162216
2016 - Sep,36.576121288692356,40.208464939987365,23.21541377132028
2016 - Sep,35.36231884057971,43.768115942028984,20.869565217391305
2016 - Sep,37.219730941704036,45.2914798206278,17.48878923766816
2016 - Sep,36.80608365019011,41.14068441064639,22.0532319391635
2016 - Sep,35.69306930693069,42.227722772277225,22.07920792079208
2016 - Sep,36.688851913477535,41.80532445923461,21.505823627287853
2016 - Sep,32.15686274509804,37.930283224400874,29.91285403050109
2016 - Sep,32.8027950310559,37.38354037267081,29.81366459627329
2016 - Sep,33.1858407079646,43.36283185840708,23.451327433628318
2016 - Sep,33.33333333333333,36.36363636363637,30.303030303030305
2016 - Sep,32.0,32.46153846153847,35.53846153846154
2016 - Sep,29.945305378304464,33.68277119416591,36.37192342752963
2016 - Sep,33.31777881474569,37.7041530564629,28.978068128791413
2016 - Sep,35.607772254857665,38.725711703569814,25.666516041572525
2016 - Sep,33.46727898966705,35.59127439724455,30.941446613088402
2016 - Sep,37.0,34.0,28.999999999999996
2016 - Sep,25.0,27.77777777777778,47.22222222222222
2016 - Sep,30.84527928818586,35.14582303509639,34.008897676717744
2016 - Sep,34.52220726783311,35.26244952893675,30.215343203230148
2016 - Sep,31.54327424400417,33.42022940563086,35.03649635036496
2016 - Sep,31.414868105515588,35.25179856115108,33.33333333333333
2016 - Sep,33.144066981041284,32.16244827254355,34.693484746415166
2016 - Oct,32.6781908595785,34.66729812929197,32.65451101112953
2016 - Oct,35.22727272727273,36.36363636363637,28.40909090909091
2016 - Oct,34.506941462716476,35.33705452984113,30.156004007442395
2016 - Oct,31.678750697155607,35.58282208588957,32.738427216954825
2016 - Oct,32.758620689655174,34.48275862068966,32.758620689655174
2016 - Oct,33.493686109440766,37.0414912808178,29.464822609741432
2016 - Oct,35.10044642857143,39.955357142857146,24.944196428571427
2016 - Oct,27.27272727272727,51.515151515151516,21.21212121212121
2016 - Oct,34.801762114537446,48.89867841409692,16.299559471365637
2016 - Oct,36.41765704584041,39.13412563667232,24.448217317487266
2016 - Oct,41.10353378797272,41.53750774953503,17.35895846249225
2016 - Oct,44.34918160561185,39.51675759937646,16.134060795011692
2016 - Oct,40.699999999999996,43.5,15.8
2016 - Oct,38.40759075907591,41.74917491749175,19.843234323432345
2016 - Oct,38.75802997858672,43.46895074946467,17.77301927194861
2016 - Oct,34.42622950819672,40.16393442622951,25.40983606557377
2016 - Oct,35.98615916955018,43.89520514087988,20.118635689569945
2016 - Oct,35.645933014354064,38.27751196172249,26.076555023923444
2016 - Oct,36.74418604651163,35.55555555555556,27.700258397932814
2016 - Oct,34.14322250639386,32.54475703324808,33.312020460358056
2016 - Oct,36.002408187838654,31.84828416616496,32.14930764599639
2016 - Oct,29.338842975206614,28.92561983471074,41.735537190082646
2016 - Oct,35.77981651376147,27.522935779816514,36.69724770642202
2016 - Oct,33.42303552206674,34.17653390742734,32.400430570505925
2016 - Oct,36.73364245234415,34.46676970633694,28.799587841318907
2016 - Oct,34.479371316306484,34.921414538310415,30.5992141453831
2016 - Oct,33.55879292403746,31.633714880332985,34.80749219562955
2016 - Oct,34.0008173273396,29.628116060482224,36.371066612178176
2016 - Oct,35.78947368421053,32.631578947368425,31.57894736842105
2016 - Oct,36.666666666666664,23.88888888888889,39.44444444444444
2016 - Oct,32.428940568475454,27.002583979328165,40.56847545219638
2016 - Nov,38.669696343730635,31.439785168353644,29.890518487915717
2016 - Nov,44.34369602763385,30.82901554404145,24.8272884283247
2016 - Nov,53.63840960240061,27.494373593398347,18.86721680420105
2016 - Nov,51.01889588736569,27.602815857725084,21.378288254909226
2016 - Nov,55.04201680672269,21.84873949579832,23.10924369747899
2016 - Nov,54.21052631578947,26.842105263157894,18.947368421052634
2016 - Nov,45.13513513513514,23.843843843843842,31.02102102102102
2016 - Nov,38.74239350912779,26.815415821501016,34.4421906693712
2016 - Nov,34.90658800393314,29.891838741396263,35.2015732546706
2016 - Nov,34.8063284233497,31.123840698308786,34.06983087834152
2016 - Nov,33.662667607621735,37.26182074805928,29.075511644318986
2016 - Nov,29.297820823244553,40.92009685230024,29.782082324455207
2016 - Nov,38.392857142857146,34.82142857142857,26.785714285714285
2016 - Nov,33.7609723160027,35.24645509790682,30.99257258609048
2016 - Nov,36.330996751581466,34.75807830398359,28.910924944434946
2016 - Nov,35.120866907474294,37.37149208113365,27.507641011392053
2016 - Nov,32.83629441624365,43.559644670050766,23.604060913705585
2016 - Nov,35.83506377929398,45.86176208840107,18.303174132304953
2016 - Nov,43.333333333333336,35.92592592592593,20.74074074074074
2016 - Nov,40.41916167664671,45.209580838323355,14.37125748502994
2016 - Nov,38.01169590643275,40.60818713450293,21.380116959064328
2016 - Nov,36.10372340425532,40.75797872340425,23.138297872340424
2016 - Nov,38.093599449415,42.91121816930489,18.99518238128011
2016 - Nov,36.58536585365854,40.243902439024396,23.170731707317074
2016 - Nov,36.01190476190476,40.07936507936508,23.908730158730158
2016 - Nov,43.49775784753363,34.08071748878923,22.421524663677133
2016 - Nov,32.142857142857146,45.23809523809524,22.61904761904762
2016 - Nov,31.929696082021238,38.70377151226657,29.366532405712192
2016 - Nov,35.44935805991441,41.11982881597718,23.430813124108415
2016 - Nov,35.359801488833746,37.779156327543426,26.86104218362283
2016 - Dec,34.188817598533454,35.991445157348004,29.819737244118542
2016 - Dec,34.10366457576758,34.36777814460218,31.528557279630242
2016 - Dec,35.949367088607595,32.40506329113924,31.645569620253166
2016 - Dec,38.951310861423224,24.719101123595504,36.329588014981276
2016 - Dec,32.95915185531649,35.360149672591206,31.6806984720923
2016 - Dec,34.407915735716564,36.99329715927227,28.59878710501117
2016 - Dec,35.100606834877034,36.3781539444267,28.521239220696266
2016 - Dec,37.628865979381445,37.45704467353952,24.914089347079038
2016 - Dec,38.184473107812124,33.487466536870286,28.328060355317596
2016 - Dec,41.139240506329116,36.91983122362869,21.940928270042196
2016 - Dec,41.717791411042946,27.607361963190186,30.67484662576687
2016 - Dec,34.29752066115703,31.611570247933884,34.090909090909086
2016 - Dec,33.54856066720473,33.52165725047081,32.92978208232446
2016 - Dec,32.93377284986515,31.225651783038654,35.84057536709619
2016 - Dec,37.55102040816327,32.534013605442176,29.91496598639456
2016 - Dec,37.704402515723274,34.59119496855346,27.70440251572327
2016 - Dec,38.50746268656716,36.71641791044776,24.776119402985074
2016 - Dec,39.81481481481482,37.03703703703704,23.14814814814815
2016 - Dec,38.17771084337349,36.89759036144578,24.92469879518072
2016 - Dec,37.05263157894737,42.863157894736844,20.08421052631579
2016 - Dec,37.36961451247166,40.816326530612244,21.8140589569161
2016 - Dec,39.739966082532504,36.235161107970605,24.02487280949689
2016 - Dec,37.61878144214645,31.19060927892677,31.19060927892677
2016 - Dec,18.181818181818183,36.36363636363637,45.45454545454545
2016 - Dec,53.333333333333336,20.0,26.666666666666668
2016 - Dec,38.983050847457626,35.59322033898305,25.423728813559322
2016 - Dec,45.17704517704518,28.144078144078144,26.67887667887668
2016 - Dec,42.10526315789473,28.57142857142857,29.32330827067669
2016 - Dec,41.71974522292994,26.342129208371247,31.938125568698815
2016 - Dec,34.97857482939216,31.296619584192985,33.72480558641485
2016 - Dec,35.50807871965694,34.36710314725477,30.124818133088294
2017 - Jan,36.44392601233128,33.827695384102654,29.728378603566075
2017 - Jan,35.32608695652174,33.462732919254655,31.211180124223603
2017 - Jan,35.39443968538276,37.69176855385095,26.913791760766298
2017 - Jan,34.95357728017477,36.89240851993446,28.15401419989077
2017 - Jan,38.22682786413356,35.981577432354634,25.791594703511798
2017 - Jan,36.30094043887147,39.74921630094044,23.94984326018809
2017 - Jan,34.04255319148936,38.297872340425535,27.659574468085108
2017 - Jan,32.03125,41.40625,26.5625
2017 - Jan,35.299374441465595,41.8230563002681,22.87756925826631
2017 - Jan,37.27777777777778,32.22222222222222,30.5
2017 - Jan,36.62750518313753,33.033863165169315,30.33863165169316
2017 - Jan,36.18194348725017,35.01033769813922,28.80771881461061
2017 - Jan,37.334086416266594,37.22112397627789,25.44478960745552
2017 - Jan,33.44827586206897,38.62068965517241,27.93103448275862
2017 - Jan,37.06422018348624,34.77064220183486,28.165137614678898
2017 - Jan,38.448844884488445,36.7986798679868,24.752475247524753
2017 - Jan,37.12769094662342,38.2188145089944,24.653494544382188
2017 - Jan,39.62425277540564,38.898377455166525,21.47736976942784
2017 - Jan,39.78102189781022,38.777372262773724,21.44160583941606
2017 - Jan,40.52074857607811,38.28315703824247,21.196094385679416
2017 - Jan,44.086021505376344,36.200716845878134,19.71326164874552
2017 - Jan,44.40894568690096,41.533546325878596,14.057507987220447
2017 - Jan,38.993288590604024,35.43624161073826,25.57046979865772
2017 - Jan,36.075949367088604,34.177215189873415,29.746835443037973
2017 - Jan,32.05128205128205,36.36363636363637,31.585081585081586
2017 - Jan,34.10013531799729,37.16734325665313,28.73252142534957
2017 - Jan,31.14406779661017,40.04237288135593,28.8135593220339
2017 - Jan,33.48623853211009,37.15596330275229,29.357798165137616
2017 - Jan,31.606217616580313,35.233160621761655,33.160621761658035
2017 - Jan,29.232995658465992,31.45200192957067,39.31500241196334
2017 - Jan,32.665576451349146,35.48650858544563,31.84791496320523
2017 - Feb,37.70258743247086,34.5749218083594,27.722490759169748
2017 - Feb,35.74821852731592,36.63895486935867,27.612826603325413
2017 - Feb,35.851851851851855,36.098765432098766,28.049382716049383
2017 - Feb,36.92307692307693,26.666666666666668,36.41025641025641
2017 - Feb,38.02395209580838,33.23353293413174,28.74251497005988
2017 - Feb,35.859073359073356,39.092664092664094,25.04826254826255
2017 - Feb,35.45930509281295,35.07853403141361,29.462160875773442
2017 - Feb,37.392094502498864,35.71104043616538,26.896865061335756
2017 - Feb,36.84680661009379,37.87405091558732,25.279142474318895
2017 - Feb,37.988826815642454,37.43016759776536,24.581005586592177
2017 - Feb,37.74954627949184,40.653357531760435,21.59709618874773
2017 - Feb,34.64912280701755,34.21052631578947,31.140350877192986
2017 - Feb,36.237695953335766,33.795114837768864,29.967189208895366
2017 - Feb,35.19515477792732,35.363391655450876,29.441453566621806
2017 - Feb,38.91446571359341,36.05524594136176,25.030288345044827
2017 - Feb,39.678972712680576,36.8860353130016,23.434991974317818
2017 - Feb,42.20068771491091,39.32478899656143,18.474523288527664
2017 - Feb,39.31240657698057,44.843049327354265,15.844544095665173
2017 - Feb,41.70731707317073,41.21951219512195,17.073170731707318
2017 - Feb,40.5852417302799,41.603053435114504,17.8117048346056
2017 - Feb,41.80107526881721,40.0,18.198924731182796
2017 - Feb,38.19667347534286,38.75109425153195,23.05223227312518
2017 - Feb,39.10238429172511,38.03646563814867,22.861150070126225
2017 - Feb,40.26612669945039,35.088226786230834,24.645646514318774
2017 - Feb,40.16393442622951,35.450819672131146,24.385245901639344
2017 - Feb,44.1025641025641,31.794871794871792,24.102564102564102
2017 - Feb,37.072908259348935,32.714554748453054,30.212536992198007
2017 - Feb,36.22205936240381,32.979113228288746,30.79882740930744
2017 - Mar,35.68904593639576,27.95596629518891,36.354987768415334
2017 - Mar,29.859316681022108,23.16968130921619,46.9710020097617
2017 - Mar,31.207247180624886,28.72989462007765,40.062858199297466
2017 - Mar,30.633802816901408,30.633802816901408,38.732394366197184
2017 - Mar,30.833333333333336,32.916666666666664,36.25
2017 - Mar,34.57354221061793,29.52567449956484,35.900783289817234
2017 - Mar,37.1797941106057,28.8245152022983,33.995690687096
2017 - Mar,38.13238243815467,26.85535992868286,35.01225763316247
2017 - Mar,36.84804059768819,29.884409360022556,33.26755004228926
2017 - Mar,33.735360950882715,31.218318475790944,35.04632057332634
2017 - Mar,34.9705304518664,30.648330058939095,34.3811394891945
2017 - Mar,34.523809523809526,25.595238095238095,39.88095238095239
2017 - Mar,35.4014598540146,31.751824817518248,32.846715328467155
2017 - Mar,37.5531914893617,29.867021276595747,32.57978723404255
2017 - Mar,49.494949494949495,27.153891859774216,23.351158645276293
2017 - Mar,50.83174256885737,28.38832833378784,20.779929097354785
2017 - Mar,49.511503309171125,29.656476520642926,20.832020170185945
2017 - Mar,50.33333333333333,32.0,17.666666666666668
